id,sample-count,bioproject,secondary-accession,study-abstract,study-name,samples,experiment_type
MGYS00005358,94,PRJNA363080,SRP098507,stool and meconium 16s RNA samples Raw sequence reads,stool samples Raw sequence reads,"SRS1991693,SRS1991689,SRS1991687,SRS1991672,SRS1991667,SRS1991592,SRS1991582,SRS1991570,SRS1991565,SRS1991554,SRS1991550,SRS1991657,SRS1991653,SRS1991646,SRS1991638,SRS1991633,SRS1991624,SRS1991618,SRS1991611,SRS1991600,SRS1991545,SRS1991541,SRS1991642,SRS1991620,SRS1991606",amplicon
MGYS00002038,91,PRJEB22519,ERP104200,The GBP Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB12947. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the Roux-en-Y gastric bypass surgery of morbidly obese patients shows swift and persistent changes of the individual gut microbiota (GBP) data set,"SRS820575,SRS820573,SRS820607,SRS820593,SRS820614,SRS820629,SRS820580,SRS820574,SRS820602,SRS820625,SRS820611,SRS820582,SRS820598,SRS820590,SRS820599,SRS820589,SRS820615,SRS820600,SRS820572,SRS820606,SRS820624,SRS820613,SRS820626,SRS820586,SRS820594",amplicon
MGYS00005357,57,PRJNA268964,SRP052307,Gut microbiome diversity,Human Gut Microbiome Metagenome,"SRS820575,SRS820573,SRS820607,SRS820593,SRS820614,SRS820629,SRS820580,SRS820574,SRS820602,SRS820625,SRS820611,SRS820582,SRS820598,SRS820590,SRS820599,SRS820589,SRS820615,SRS820600,SRS820572,SRS820606,SRS820624,SRS820613,SRS820626,SRS820586,SRS820594",amplicon
MGYS00002050,19,PRJEB22538,ERP104219,The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA196801. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the Rapid evolution of the human gut virome (human gut metagenome) data set,"SRS415872,SRS415876,SRS415864,SRS415867,SRS415878,SRS415875,SRS415871,SRS415881,SRS415877,SRS415873,SRS413840,SRS413841,SRS415866,SRS413515,SRS413351,SRS413839,SRS415865,SRS415869,SRS415870",amplicon
MGYS00002334,52,PRJEB24534,ERP106364,"The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA273761.  This project includes samples from the following biomes: Host-associated, Animal, Digestive system, Fecal.",EMG produced TPA metagenomics assembly of the Metagenomes from human infant fecal samples with and without necrotizing enterocolitis (human gut metagenome) data set.,"SRS830345,SRS2661104,SRS830321,SRS830346,SRS830303,SRS830341,SRS830334,SRS830312,SRS830323,SRS830305,SRS830342,SRS830336,SRS830329,SRS830306,SRS830319,SRS830333,SRS830315,SRS830337,SRS2661100,SRS830295,SRS830297,SRS830298,SRS830299,SRS830300,SRS830302",amplicon
MGYS00003536,3,PRJEB26491,ERP108482,"The metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA321218.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the human gut and groundwater harbor non-photosynthetic bacteria (metagenome) data set.,"SRS1432720,SRS1432719,SRS1432721",amplicon
MGYS00005350,52,PRJNA321058,SRP075633,"This is an uncontrolled, prospective open-label study of FMT from healthy donors to subjects with active CD. A single FMT was performed via colonoscopy. Stool samples were collected prior to FMT and at two time points, four and eight weeks after FMT. Recipients microbial diversity, mucosal T-cell phenotypes and clinical and inflammatory parameters were measured over 12 weeks, and safety over 26 weeks.",Increased intestinal microbial diversity following fecal microbiota transplant for active Crohn''s disease,"SRS1465262,SRS1465274,SRS1465271,SRS1465258,SRS1465248,SRS1465259,SRS1465257,SRS1465256,SRS1465233,SRS1465235,SRS1465236,SRS1465264,SRS1465246,SRS1465263,SRS1465232,SRS1465273,SRS1465265,SRS1465275,SRS1465229,SRS1465254,SRS1465280,SRS1465276,SRS1465267,SRS1465242,SRS1465253",amplicon
MGYS00005347,17,PRJNA273761,SRP052967,"Premature infants are highly vulnerable to aberrant gastrointestinal tract colonization, a process that may lead to diseases like necrotizing enterocolitis. This study compares microbial communities of 10 co-hospitalized infants, five of which had a diagnosis of necrotizing enterocolitis.  Surprisingly, while potentially pathogenic bacteria of the same species colonized many infants, a genome-resolved analysis revealed that strains colonizing each baby were typically distinct. In particular, no strain was common to all infants that developed necrotizing enterocolitis. The paucity of shared gut colonizers suggests the existence of significant barriers to spread of bacteria among infants. Importantly, we demonstrate that strain-resolved comprehensive community analysis can be accomplished on potentially medically-relevant time scales.",Metagenomes from human infant fecal samples with and without necrotizing enterocolitis,"SRS830345,SRS2661104,SRS830321,SRS830346,SRS830303,SRS830341,SRS830334,SRS830312,SRS830323,SRS830305,SRS830342,SRS830336,SRS830329,SRS830306,SRS830319,SRS830333,SRS830315",amplicon
MGYS00005341,102,PRJEB15111,ERP016813,"Coronary heart disease (CHD) is top risk factor for health in modern society, causing high mortality rate each year. However, there is no reliable way for early diagnosis and prevention of CHD so far. So study the mechanism of CHD and development of novel biomarkers is urgently needed. In this study, metabolomics and metagenomics technology are applied to discover new biomarkers from plasma and urine of 59 CHD patients and 43 healthy controls and trace their origin. We identify GlcNAc-6-P which has good diagnostic capability and can be used as potential biomarkers for CHD, together with mannitol and 15 plasma cholines. These identified metabolites show significant correlations with clinical biochemical indexes. Meanwhile, GlcNAc-6-P and mannitol are potential metabolites originated from intestinal microbiota. Association analysis on species and function levels between intestinal microbes and metabolites suggest a close correlation between Clostridium sp. HGF2 and GlcNAc-6-P, Clostridium sp. HGF2, Streptococcus sp. M143, Streptococcus sp. M334 and mannitol. These suggest the metabolic abnormality is significant and gut microbiota dysbiosis happens in CHD patients.",Integrated metabolomics and metagenomics analysis of plasma and urine identified microbial metabolites associated with coronary heart disease,"ERS1289738,ERS1289708,ERS1289680,ERS1289710,ERS1289747,ERS1289751,ERS1289735,ERS1289776,ERS1289696,ERS1289742,ERS1289724,ERS1289733,ERS1289695,ERS1289775,ERS1289711,ERS1289700,ERS1289727,ERS1289704,ERS1289725,ERS1289719,ERS1289715,ERS1289678,ERS1289743,ERS1289752,ERS1289722",amplicon
MGYS00005339,3,PRJEB12669,ERP014167,"Early colonization of intestinal microflora in the human gut is a complex process. It remains unclear when intestinal microflora colonization occurs and how it proceeds. we recruited 10 healthy pairs of twins, including five monozygotic(MZ) and five dizygotic(DZ) twin pairs,who ranged in age from 0 to 6 years old.We performed shotgun metagenomic sequencing on 20 samples and generated averaged data output of 2G per sample.",Gut microbiota of 10 pairs of Chinese infant twins,"ERS1202828,ERS1202820,ERS1202827",amplicon
MGYS00005338,244,PRJEB12123,ERP013562,"Obesity has become a global epidemic as a high risk factor for type 2 diabetes, cardiovascular diseases and cancer. Besides human genetics, our gut microbiome is another contributor to human obesity. Here we perform metagenome-wide association studies (MGWAS) on fecal samples from a case-control cohort including 95 Chinese young adults with obesity and 105 normal-weight controls, and 23 obese patients after weight-loss treatment. We discover and validate microbial species deregulated in obesity, and show the changes of gut microbial composition after weight-loss treatment.",Gut microbial dysbiosis in young adults with obesity,"ERS1015689,ERS1015679,ERS1015687,ERS1015662,ERS1015779,ERS1015861,ERS1015844,ERS1015854,ERS1015683,ERS1015820,ERS1015692,ERS1015847,ERS1015813,ERS1015761,ERS1015787,ERS1015617,ERS1015713,ERS1015835,ERS1015858,ERS1015675,ERS1015754,ERS1015670,ERS1015695,ERS1015832,ERS1015860",amplicon
MGYS00005336,123,PRJNA240307,SRP040146,,C.diff FMT,"SRS576058,SRS576060,SRS580195,SRS576033,SRS575981,SRS576049,SRS580156,SRS576002,SRS644252,SRS576016,SRS575999,SRS575988,SRS576050,SRS576005,SRS580216,SRS575977,SRS575992,SRS576040,SRS576026,SRS576007,SRS576018,SRS576097,SRS575993,SRS576044,SRS575982",amplicon
MGYS00002309,15,PRJEB24355,ERP106171,"The Antibiotic resistance within the preterm infant gut. Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB15257.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the The antibiotic resistance potential of the preterm infant gut microbiome measured using shotgun metagenomics. (Antibiotic resistance within the preterm infant gut.) data set.,"ERS1324487,ERS1324491,ERS1324488,ERS1324486,ERS1324494,ERS1324489,ERS1324499,ERS1324500,ERS1324490,ERS1324492,ERS1324493,ERS1324495,ERS1324496,ERS1324497,ERS1324498",amplicon
MGYS00005218,192,PRJNA480312,SRP152889,"16S rRNA marker-gene survey assessment dataset generated using mixtures of human stool DNA extracts. We used samples collected from participants in an Enterotoxigenic Escherichia coli (ETEC) vaccine trial. A two-sample titration mixture design was used where DNA from stool samples collected prior to ETEC exposure were titrated into stools samples collected after exposure, in effect diluting the amount of ETEC in the mixed sample. Independent titration series were produced using samples from five trial participants. The titration series consisted of 9 samples including the unmixed samples. Four 16S PCR replicates were generated for each titration. The PCR products were sent to two independent laboratories for library preparation and sequencing. The libraries were sequenced twice at each laboratory resulting in four sequencing datasets.",16S rRNA Marker-gene survey Two-sample titration dataset,"SRS3529563,SRS3529562,SRS3529566,SRS3529565,SRS3529561,SRS3529537,SRS3529538,SRS3529564,SRS3529560,SRS3529559,SRS3529556,SRS3529554,SRS3529558,SRS3529555,SRS3529557,SRS3529551,SRS3529549,SRS3529553,SRS3529550,SRS3529552,SRS3529547,SRS3529546,SRS3529548,SRS3529541,SRS3529545",amplicon
MGYS00005219,615,PRJNA471742,SRP148278,"Trimethylamine N-Oxide (TMAO) is a circulating metabolite that has been implicated in the development of atherosclerosis and cardiovascular disease. Manor et al. identify blood markers, metabolites, proteins, gut microbiota patterns, and diets that are significantly associated with levels of plasma TMAO.",A Multi-Omic Association Study of Trimethylamine N-Oxide,"SRS3314199,SRS3314197,SRS3314202,SRS3314198,SRS3314196,SRS3314195,SRS3314193,SRS3314194,SRS3314192,SRS3314188,SRS3314189,SRS3314190,SRS3314191,SRS3314187,SRS3314186,SRS3314184,SRS3314185,SRS3314183,SRS3314182,SRS3314180,SRS3314176,SRS3314179,SRS3314175,SRS3314177,SRS3314172",amplicon
MGYS00005314,876,PRJNA485316,SRP158570,"Multidrug-resistant organisms (MDROs) pose an increasing public health threat, particulary in healthcare-associated environments. One such organism of increasing concern are the carbapenemase-producing Enterobacteriaceae (CPE), for which few effective antibiotics exist. Because gastrointestinal tract colonization precedes infection in many patients, preventing initial acquisition in the GI tract is one potential strategy to limit this serious disease. This longitudinal study aimed to identify risk factors associated with acquisition of CPE, including patient clinical variables and the resident gut microbiota throughout patient stay, at one longterm acute care hospital.",Fecal microbiota of patients over time at one long-term acute care hospital,"SRS3699917,SRS3699916,SRS3699919,SRS3699918,SRS3699915,SRS3699975,SRS3699913,SRS3699912,SRS3699914,SRS3699911,SRS3699910,SRS3699909,SRS3699908,SRS3699905,SRS3699904,SRS3699906,SRS3699903,SRS3699907,SRS3699974,SRS3700063,SRS3699902,SRS3699900,SRS3699899,SRS3699901,SRS3699898",amplicon
MGYS00005198,801,PRJNA516932,SRP181937,"It has been previously reported that ursodeoxycholic acid (UDCA), a therapeutic bile acid, reduced risk for advanced colorectal adenoma in men but not women. Interactions between the gut microbiome and fecal bile acid composition as a factor in colorectal cancer neoplasia have been postulated but evidence is limited to small cohorts and animal studies. Using banked stool samples collected as part of a phase III randomized clinical trial of UDCA for the prevention of colorectal adenomatous polyps, we compared change in the microbiome composition after a 3-year intervention in a subset of participants randomized to oral UDCA at 8-10 mg/kg of body weight per day (n = 198) or placebo (n = 203). Study participants randomized to UDCA experienced compositional changes in their microbiome that were statistically more similar to other individuals in the UDCA arm than to those in the placebo arm. This reflected a UDCA-associated shift in microbial community composition (P < 0.001), independent of sex, with no evidence of a UDCA effect on microbial richness (P > 0.05). These UDCA-associated shifts in microbial community distance metrics from baseline to end-of-study were not associated with risk of any or advanced adenoma (all P > 0.05) in men or women. Separate analyses of microbial networks revealed an overrepresentation of Faecalibacterium prausnitzii in the post-UDCA arm and an inverse relationship between F prausnitzii and Ruminococcus gnavus. In men who received UDCA, the overrepresentation of F prausnitzii and underrepresentation of R gnavus were more prominent in those with no adenoma recurrence at follow-up compared to men with recurrence. This relationship was not observed in women. Daily UDCA use modestly influences the relative abundance of microbial species in stool and affects the microbial network composition with suggestive evidence for sex-specific effects of UDCA on stool microbial community composition as a modifier of colorectal adenoma risk.[This text is derived from our Open Access publication of the same title as this project.]",Effects of ursodeoxycholic acid on the gut microbiome and colorectal adenoma development.,"SRS4288608,SRS4288607,SRS4288606,SRS4288605,SRS4288604,SRS4288603,SRS4288602,SRS4288601,SRS4288600,SRS4288599,SRS4288598,SRS4288597,SRS4288596,SRS4288595,SRS4288594,SRS4288593,SRS4288592,SRS4288591,SRS4288590,SRS4288589,SRS4288588,SRS4288587,SRS4288586,SRS4288585,SRS4288584",amplicon
