attributes.accession,attributes.bioproject,attributes.centre-name,attributes.data-origination,attributes.is-private,attributes.last-update,attributes.public-release-date,attributes.samples-count,attributes.secondary-accession,attributes.study-abstract,attributes.study-name,id,links.self,relationships.analyses.links.related,relationships.biomes.data.0.id,relationships.biomes.data.0.links.self,relationships.biomes.data.0.type,relationships.biomes.data.1.id,relationships.biomes.data.1.links.self,relationships.biomes.data.1.type,relationships.biomes.data.2.id,relationships.biomes.data.2.links.self,relationships.biomes.data.2.type,relationships.biomes.links.related,relationships.downloads.links.related,relationships.geocoordinates.links.related,relationships.publications.links.related,relationships.samples.links.related,type
MGYS00005173,PRJNA417357,University of Copenhagen,HARVESTED,false,2020-06-21T08:38:19,,1384,SRP124475,16s rRNA gene sequencing of fecal samples of infants in the COPSAC2010 cohort,Infant (COPSAC) feces microbiome Raw sequence reads,MGYS00005173,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005173,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005173/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005173/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005173/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005173/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005173/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005173/samples,studies
MGYS00005239,PRJNA232731,University of Florida,HARVESTED,false,2020-06-21T06:48:08,,838,SRP043574,16S rRNA and metagenomes DIPP microbiome study,DIPP Stool Metagenome,MGYS00005239,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005239,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005239/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005239/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005239/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005239/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005239/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005239/samples,studies
MGYS00005505,PRJNA352060,Alkek Center for Metagenomics and Microbiome Research,HARVESTED,false,2020-06-14T14:18:57,,850,SRP092421,,Longitudinal microbiome analyses of acute myelogenous leukemia patients during induction chemotherapy,MGYS00005505,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005505,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005505/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005505/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005505/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005505/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005505/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005505/samples,studies
MGYS00005144,PRJEB35170,EMG,SUBMITTED,false,2020-05-28T19:23:56,,57,ERP118185,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set ERP022986, and was assembled with SPAdes (v3.13.0).",EMG produced TPA metagenomics assembly of PRJEB20800 data set (Gut resistome modulates resilience and recovery of gut microbiota after broad-spectrum antibiotic treatment).,MGYS00005144,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005144,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005144/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005144/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005144/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005144/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005144/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005144/samples,studies
MGYS00005516,PRJEB20800,BGI,SUBMITTED,false,2020-05-28T18:09:50,,55,ERP022986,"Antibiotics have profound impacts on the microbial communities living in the human gut, where bacterial species harbor and exchange antibiotic resistance genes collectively called resistome. Human population surveys have demonstrated that gut microbial resistomes reflect local antibiotics usage patterns, while previous small cohort studies based on single antibiotic exposures have shown varying degrees of antibiotic impact on the gut microbiota and their associated resistome. However, the role of resistomes of particular gut species in their ability to persist in the face of antibiotic treatment has not been systematically studied.Applying shotgun sequencing and quantitative metagenomics, we analyzed the partial eradication and subsequent regrowth of gut microbiota in 12 healthy young men over a 6 month period following a 4-day intervention with three broad-spectrum antibiotics. The gut microbial communities of the study subjects underwent profound compositional changes due to the treatment but slowly recovered to near-baseline compositions. Immediately after the treatment, the gut microbiota featured an increased relative abundance of opportunistic and proinflammatory bacterial species, and a decreased relative abundance of short chain fatty acid producers, while exhibiting an increased functional potential for multidrug efflux pumps and virulence factors. These enrichment trends were weaker after 8 days and mostly cleared out after 42 days. However, 9 common intestinal commensal species found at baseline and associated with short chain fatty production or efficient digestion of polysaccharides remained undetectable in most of the subjects even after 180 days.Carrying genes that confer resistance to the antibiotics used in this multidrug study had specific consequences for the survival and de novo colonization potential of microbial species. While species harboring beta-lactam resistance genes were positively selected during and after the intervention, those harboring glycopeptide or aminoglycoside resistance exhibited increased odds of de novo colonization but decreased odds of survival. Despite a mild long-lasting imprint following exposure to three antibiotics, the gut microbiota of healthy young adults are resilient to a broad-spectrum antibiotic intervention, and their recovery process is modulated by antibiotic resistance gene carriage.",Gut resistome modulates resilience and recovery of gut microbiota after broad-spectrum antibiotic treatment,MGYS00005516,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005516,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005516/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005516/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005516/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005516/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005516/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005516/samples,studies
MGYS00005445,PRJEB31434,EMG,SUBMITTED,false,2020-05-22T08:50:29,,16,ERP113995,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA385126.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJNA385126 data set (viral metagenome Metagenome).,MGYS00005445,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005445,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005445/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005445/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005445/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005445/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005445/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005445/samples,studies
MGYS00005446,PRJNA385126,APC Microbiome Institute,HARVESTED,false,2020-05-22T02:50:26,,15,SRP106048,Viral metagenomes,viral metagenome Metagenome,MGYS00005446,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005446,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005446/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005446/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005446/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005446/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005446/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005446/samples,studies
MGYS00005392,PRJEB31446,EMG,SUBMITTED,false,2020-05-22T02:15:18,,71,ERP114010,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB7772.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJEB7772 data set (An analysis of the composition of viruses and bacteria in stool samples from IBD patients and healthy controls.).,MGYS00005392,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005392,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005392/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005392/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005392/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005392/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005392/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005392/samples,studies
MGYS00005411,PRJEB33242,EMG,SUBMITTED,false,2020-05-22T01:37:38,,61,ERP116015,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB9524.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJEB9524 data set (Expanded Enteric Virome and Altered Bacterial Microbiome in Acquired Immunodeficiency Syndrome).,MGYS00005411,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005411,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005411/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005411/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005411/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005411/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005411/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005411/samples,studies
MGYS00005412,PRJEB9524,WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE,SUBMITTED,false,2020-05-22T00:51:47,,60,ERP010635,"The effect of HIV on the enteric DNA virome and bacterial microbiome is incompletely characterized. Here we sequenced virus-like particles and bacterial 16S ribosomal RNA genes in stool from 40 HIV-negative subjects, 42 HIV-infected subjects and 40 HIV-infected subjects on anti-retroviral therapy (ART) living in Uganda. CD4 T cell counts inversely correlated with plasma soluble CD14 (sCD14) levels, suggesting increased translocation of pro-inflammatory microbial products across the enteric mucosa with worsening immunodeficiency. Low CD4 T cell counts were associated with expansion of the eukaryotic DNA virome including adenoviruses and Anelloviruses and changes in the bacterial microbiome including increases in Enterobacteriaceae members and decreases in Ruminococci. Thus immunodeficiency in progressive HIV infection is associated with significant alterations in the human enteric virome and bacterial microbiome. These changes may contribute to acquired immunodeficiency syndrome (AIDS) enteropathy, translocation of pro-inflammatory materials across the intestinal mucosa and systemic inflammation associated with progression to AIDS.",Expanded Enteric Virome and Altered Bacterial Microbiome in Acquired Immunodeficiency Syndrome,MGYS00005412,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005412,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005412/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005412/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005412/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005412/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005412/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005412/samples,studies
MGYS00005408,PRJNA321753,Centers for Disease Control and Prevention,HARVESTED,false,2020-05-22T00:48:04,,,SRP094017,"We applied shotgun metagenomics to stool samples collected from two geographically isolated (Alabama and Colorado) outbreaks, where the etiologic agents were identified as distinct strains of Salmonella enterica serovar Heidelberg by culture-dependent methods.","Strain-level typing, community shifts and evidence of co-infection derived from metagenomic investigation of two Salmonella outbreaks",MGYS00005408,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005408,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005408/analyses,,,,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005408/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005408/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005408/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005408/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005408/samples,studies
MGYS00003576,PRJEB26164,EMG,SUBMITTED,false,2020-05-22T00:47:59,,10,ERP108137,"The  Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA321753.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.","EMG produced TPA metagenomics assembly of the Strain-level typing, community shifts and evidence of co-infection derived from metagenomic investigation of two Salmonella outbreaks () data set.",MGYS00003576,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003576,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003576/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003576/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003576/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003576/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003576/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003576/samples,studies
